,0,1,2,3
1074,bella,EKKSTACY,Rock,"{'lyrics': 'Bella, Bella\r\nBella, Bella\r\nBella, Bella\r\nBella, Bella\r\nOuh-ouh-ouh Bella, ouh-ouh-ouh Bella\r\nOuh-ouh-ouh Bella, ouh-ouh-ouh Bella\r\n\r\nElle répondait au nom de ""Bella""\r\nLes gens du coin ne voulaient pas la cher-lâ\r\nElle faisait trembler tous les villages\r\nLes gens me disaient, ""méfie-toi d\'cette fille-là""\r\n\r\nElle répondait au nom de ""Bella""\r\nLes gens du coin ne voulaient pas la cher-lâ\r\nElle faisait trembler tous les villages\r\nLes gens me disaient, ""méfie-toi d\'cette fille-là""\r\n\r\nC\'était un phénomène, elle n\'était pas humaine\r\nLe genre de femme qui change le plus grand délinquant en gentleman\r\nUne beauté sans pareille\r\nTout le monde veut s\'en emparer\r\nSans savoir qu\'elle les mène en bateau\r\nHypnotisés, on pouvait tout donner\r\nElle n\'avait qu\'à demander, puis aussitôt on démarrait\r\nOn cherchait à l\'impressionner, à devenir son préféré\r\nSans savoir qu\'elle les mène en bateau\r\nMais quand je la vois danser le soir\r\nJ\'aimerais devenir la chaise sur laquelle elle s\'assoit\r\nOu moins que ça, un moins que rien\r\nJuste une pierre sur son chemin\r\n\r\nElle répondait au nom de ""Bella""\r\nLes gens du coin ne voulaient pas la cher-lâ\r\nElle faisait trembler tous les villages\r\nLes gens me disaient, ""méfie-toi d\'cette fille-là""\r\n\r\nElle répondait au nom de ""Bella""\r\nLes gens du coin ne voulaient pas la cher-lâ\r\nElle faisait trembler tous les villages\r\nLes gens me disaient, ""méfie-toi d\'cette fille-là""\r\n\r\nOui, c\'est un phénomène qui aime hanter nos rêves\r\nCette femme était nommée ""Bella la peau dorée""\r\nLes femmes la haïssaient, toutes la jalousaient\r\nMais les hommes ne pouvaient que l\'aimer\r\nElle n\'était pas d\'ici, ni facile, ni difficile\r\nSynonyme de ""magnifique"", à ses pieds, que des disciples\r\nQui devenaient vite indécis, tremblants comme des feuilles\r\nElle te caressait sans même te toucher\r\nMais quand je la vois danser le soir\r\nJ\'aimerais devenir la chaise sur laquelle elle s\'assoit\r\nOu moins que ça, un moins que rien\r\nJuste une pierre sur son chemin\r\n\r\nElle répondait au nom de ""Bella""\r\nLes gens du coin ne voulaient pas la cher-lâ\r\nElle faisait trembler tous les villages\r\nLes gens me disaient, ""méfie-toi d\'cette fille-là""\r\n\r\nElle répondait au nom de ""Bella""\r\nLes gens du coin ne voulaient pas la cher-lâ\r\nElle faisait trembler tous les villages\r\nLes gens me disaient, ""méfie-toi d\'cette fille-là""\r\n\r\nAllez, fais-moi tourner la tête, eh-eh\r\nTourner la tête, eh-eh\r\nRends-moi bête comme mes ieds-p\', eh-eh\r\nBête comme mes ieds-p\', eh-eh\r\nJ\'suis l\'ombre de ton ien-ch\', eh-eh\r\nL\'ombre de ton ien-ch\', eh-eh\r\nFais-moi tourner la tête, eh-eh\r\nTourner la tête, eh-eh\r\nFais-moi tourner la tête, eh-eh\r\nTourner la tête, eh-eh\r\nRends-moi bête comme mes ieds-p\', eh-eh\r\nBête comme mes ieds-p\', eh-eh\r\nJ\'suis l\'ombre de ton ien-ch\', eh-eh\r\nL\'ombre de ton ien-ch\', eh-eh\r\nFais-moi tourner la tête, eh-eh\r\nTourner la tête, eh-eh\r\n\r\nElle répondait au nom de ""Bella""\r\nLes gens du coin ne voulaient pas la cher-lâ\r\nElle faisait trembler tous les villages\r\nLes gens me disaient, ""méfie-toi d\'cette fille-là""\r\n\r\nElle répondait au nom de ""Bella""\r\nLes gens du coin ne voulaient pas la cher-lâ\r\nElle faisait trembler tous les villages\r\nLes gens me disaient, ""méfie-toi d\'cette fille-là""\r\n\r\nElle répondait au nom de ""Bella""\r\nLes gens du coin ne voulaient pas la cher-lâ\r\nElle faisait trembler tous les villages\r\nLes gens me disaient, ""méfie-toi d\'cette fille-là""\r\n\r\nElle répondait au nom de ""Bella""\r\nLes gens du coin ne voulaient pas la cher-lâ\r\nElle faisait trembler tous les villages\r\nLes gens me disaient, ""méfie-toi d\'cette fille-là""', 'source': 'Source: LyricFind'}"
1075,Meeting The Master,Greta Van Fleet,Rock,"{'lyrics': ""What a day to meet the master\r\nI've been waiting for so long\r\nFinal day to meet the master\r\nIt's my time to go home\r\n\r\nAnd I'm taken, whoa-oh\r\nBy the madness\r\nAnd the tripping\r\nAnd the touching\r\n\r\nWhat a day to travel faster\r\nTake my trip around the sun\r\nI have known no other master\r\nHe has been the only one\r\nOoh, he's the only one\r\nOoh, the only one\r\n\r\nAnd I'm taken\r\nBy the madness\r\nAnd the tripping\r\nAnd the touching\r\n\r\nRam, ram, ram, ram, ram\r\nRam, ram, ram, ram, ram\r\nRam, ram, ram\r\n\r\nBlow it up to give him all of our love, all of our love\r\nBlow it up to give him all of our love, all of our love\r\nBlow it up to give him all of our love, all of our love\r\nAll of our love, all of our love\r\nAll of our love, all of our love"", 'source': 'Source: LyricFind'}"
1076,faceplant,LØLØ,Rock,"{'lyrics': ""Took too many pills again\nI took too many pills again\nBlacked out for a week\nDidn't eat, didn't sleep\nCame to did it all again\n\nShe's probably gonna be pissed\nShe's probably gonna be pissed\nThrow my shit in the yard or key my car\nIf I show up to her house like this\n\nOh it was a dark december\nNot even angels came around\nAnd I was too stoned to remember\nI've come to far to turn back now\nI've come to far to turn back now\n\nI feel like I'm gonna fall down\nI feel like I'm gonna fall down\nI was born and raised in an earthquake state\nSo I'm better on a shaky ground\n\nWhat the hell am I gonna do now\nThe hell am I gonna do now\nGotta half lit smoke\nGood god I'm broke\nBut gotta make it back to germantown\n\nOh it was a dark december\nNot even angels came around\nAnd i was too stoned to remember\nI've come to far to turn back now\nI've come to far to turn back now\n\nBaby won't you take me back\nBaby won't you take me back\nIt ain't like I'm tricking on the corner for crack\nBaby won't you take me back\n\nOh it was a dark december\nIn the city of angles I was coming down\nAnd i was too stoned to remember\nI've come to far to turn back now\nCome to far to turnback now"", 'source': 'Source: Musixmatch'}"
1077,The Narcissist,Blur,Rock,"{'lyrics': ""Looked in the mirror\r\nSo many people standing there\r\nI walked towards them\r\nInto the floodlights\r\nI heard no echo (no echo)\r\nThere was distortion everywhere (everywhere)\r\nI found my ego (my ego)\r\nI felt rebuttal standing there\r\nFound my transcendence (transcendence)\r\nIt played in mono painted blue (painted blue)\r\nYou were the pirot (the pirot)\r\nI was the dark room (the dark room)\r\n\r\nI'ma shine a light in your eyes (in your eyes)\r\nYou'll probably shine it back on me\r\nBut I won't fall this time\r\nWith Godspeed, I'll heed the signs\r\n\r\nI saw the solstice (the solstice)\r\nThe service station on the road (on the road)\r\nI took the acid (the acid)\r\nUnder the white horses (the road)\r\nMy heart, it quickened (it quickened)\r\nI could not tear myself away (myself away)\r\nBecame addiction (addiction)\r\nIf you see darkness, look away (look away)\r\n\r\nI'ma shine a light in your eyes (look away, look away)\r\nYou'll probably shine it back on me (look away)\r\nBut I won't fall this time\r\nWith Godspeed, I'll heed the signs\r\n\r\nOh, glorious world (glorious)\r\nOh, potent waves, valleys gone wild (potent waves)\r\nConnect us to love (us to love)\r\nAnd keep us peaceful for a while (for a while)\r\n\r\nI'ma shine a light in your eyes (for a while)\r\nYou'll probably shine it back on me (for a while)\r\nBut I won't fall this time\r\nWith Godspeed, I'll heed the signs\r\n\r\nI'ma shine a light in your eyes (in your eyes, in your eyes)\r\nYou'll probably shine it back on me (in your eyes)\r\nBut I won't fall this time\r\nWith Godspeed, I'll heed the signs\r\nI won't fall this time\r\nWith Godspeed, I'll heed the signs"", 'source': 'Source: LyricFind'}"
1078,Hollywood Baby,100 gecs,Rock,"{'lyrics': ""What you crying about, baby? Are you getting lazy?\nClear blue sky, but it rains all the late fees\nDid you get the payment? We had an arrangement\nWe don't wanna watch the news, we just read statements (yeah)\n\nDo you wanna party? Malibu Barbie\nAre you gonna pick that shit up (when it all comes tumbling down?)\nDo you wanna party? Malibu Barbie\nAre you gonna pick that shit up (when it all comes tumbling down?)\n\nSo go and pitch your fit, no one gives a shit\nBetter off if you just get over it\n\nI'm going crazy\nLittle, tiny Hollywood baby\nBrand-new Mercedes\nI've been at the crib going crazy\n\nOh-oh, oh, oh-oh\nOh-whoa, whoa-oh-whoa-oh\nOh-oh, oh, oh-oh\nOh-whoa, whoa-oh-whoa-oh\n\nAre you looking down a mountain?\nWhat you crying 'bout, crying 'bout, crying 'bout now?\nDo you buckle under pressure?\nGo tumbling, tumbling, tumbling down\n\nSo go pitch your fit, no one gives a shit\nBetter off if you just get over it\n\nI'm going crazy\nLittle, tiny Hollywood baby\nBrand-new Mercedes\nI've been at the crib going crazy\n\nOh-oh, oh, oh-oh\nOh-whoa, whoa-oh-whoa-oh\nOh-oh, oh, oh-oh\nOh-whoa, whoa-oh-whoa-oh\n\nYou'll never make it in Hollywood, baby\nYou'll never make it in Hollywood, baby\nYou'll never make it in Hollywood, baby\nYou'll never make it in Hollywood, baby\n\nYou'll never make it in Hollywood, baby\nYou'll never make it in Hollywood, baby\nYou'll never make it in Hollywood, baby\nYou'll never make it in Hollywood, baby\n\nI'm going crazy\nLittle, tiny Hollywood baby\nBrand-new Mercedes\nI've been at the crib going crazy\n\nOh-oh, oh, oh-oh\nOh-whoa, whoa-oh-whoa-oh\nOh-oh, oh, oh-oh\nOh-whoa, whoa-oh-whoa-oh"", 'source': 'Source: Musixmatch'}"
1079,SAFE,DEBBY FRIDAY,Rock,"{'lyrics': ""I could lift you up\nI could show you what you wanna see\nAnd take you where you wanna be\nYou could be my luck\nEven if the sky is falling down\nI know that we'll be safe and sound\nWe're safe and sound\n\nI could fill your cup\nYou know my river won't evaporate\nThis world we still appreciate\nYou could be my luck\nEven in a hurricane of frowns\nI know that we'll be safe and sound\n\n(Safe and sound)\nWe're safe and sound\n(Safe and sound)\nWe're safe and sound\n(Hold your ground)\nWe're safe and sound\n(Safe and sound)\n\nI could show you love\nIn a tidal wave of mystery\nYou'll still be standing next to me\nYou could be my luck\nEven if we're six feet underground\nI know that we'll be safe and sound\n\nWe're safe and sound\n\nSafe and sound\nSafe and sound\nHold your ground\nSafe and sound\n\nI could lift you up\nI could show you what you wanna see\nAnd take you where you wanna be\nYou could be my luck\nEven if the sky is falling down\nI know that we'll be safe and sound\n\nI could lift you up\nI could show you what you wanna see\nAnd take you where you wanna be\nYou could be my luck\nEven if the sky is falling down\nI know that we'll be safe and sound\n\nWe're safe and sound\nWe're safe and sound\nWe're safe and sound\nWe're safe and sound\n\n(Safe and sound)\nWe're safe and sound\n(Safe and sound)\nWe're safe and sound\n(Hold your ground)\nWe're safe and sound\n(Safe and sound)\nWe're safe and sound"", 'source': 'Source: Musixmatch'}"
1080,Landmines,Sum 41,Rock,"{'lyrics': ""And I don't want to believe that maybe this is the end\nI know you're kind of a tease, but is this really pretend?\nSomething tells me I'm wrong, with you, I never can tell\nThe way you drag me along, the way I put you through hell\n\nWell, tell me, am I insane? Is this where we belong?\nIs it pleasure or pain, how we're still hanging on?\nGoing out of my head, you know true love is dead\nBut what you said has got me hanging on\n\nI can't help but walk through your landmines\nTen feet and I'm going out of my mind\nI'm not right without you, is that so wrong?\nI can't help but walk through your landmines\nI'm bleeding and all I need is a sign\nI'm out here and I've been waiting so long\n\nOh, oh, whoa, whoa, whoa\nYou've got me hanging on\nOh, whoa, whoa, whoa\nYou've got me hanging\n\nAnd maybe I'm out of luck, or maybe all of it's bad\nI'm not sure why we broke up, it was the best that I'd had\nThey say it's all for the best, I think that fate is a lie\nI know my hair is a mess, and you're a little bit high\n\nShould I give it a chance? Is it ever enough?\nNo more blood on our hands, no more fucking it up\nGoing out of my head, all the tears that I bled\nAnd what you said has got me hanging on\n\nI can't help but walk through your landmines\nTen feet and I'm going out of my mind\nI'm not right without you, is that so wrong?\nI can't help but walk through your landmines\nI'm bleeding and all I need is a sign\nI'm out here and I've been waiting so long\n\nOh, oh, whoa, whoa, whoa\nYou've got me hanging on\nOh, whoa, whoa, whoa\nYou've got me hanging on\n\nAll I need to know is, should I stay, or is it time for me to go?\nI don't wanna waste another minute, no, the story's getting old\nAll I wanna know is whether I should stay, or is it time for me to go?\n\nI can't help but walk through your landmines\nTen feet and I'm going out of my mind\nI'm not right without you, is that so wrong?\nI can't help but walk through your landmines\nI'm bleeding and all I need is a sign\nI'm out here and I've been waiting so long\n\nOh, oh, whoa, whoa, whoa\nYou've got me hanging on\nOh, whoa, whoa, whoa\nYou've got me hanging"", 'source': 'Source: Musixmatch'}"
1081,GODDESS,PVRIS,Rock,"{'lyrics': ""It always goes like this\nCould've predicted it\nI'm so naive to think you loved me for me\nKissed as I ran off-stage\nToo old to play this game\nGuess you're still growing up at 30\nOh-oh\n\nWere you surprised by me when you took me home?\nWhen the glamour wore off\nReduced to skin and bone\nI can't even tell who you want to know\nI'm a goddess on stage\nHuman when we're alone\n\nYou took a star to bed\nWoke up with me instead\nYou must have felt so damn deceived\nWhen you made up a version of me that you thought you'd love\nBut I am not your Aphrodite\nOh-oh\n\nWere you surprised by me when you took me home?\nWhen the glamour wore off\nReduced to skin and bone\nI can't even tell who you want to know\nI'm a goddess on stage\nHuman when we're alone\n\nYou took me for a fool\nYou stole my youth\nYou wanted this so much\nYou watched me rise then killed my light\nAnd now you know I'm not your fucking goddess\n\nOoh, oh\nI'm no goddess when I'm alone"", 'source': 'Source: Musixmatch'}"
1082,Now And Then,The Beatles,Rock,"{'lyrics': ""One, two, three\n\nI know it's true\nIt's all because of you\nAnd if I make it through\nIt's all because of you\n\nAnd now and then\nIf we must start again\nWell, we will know for sure\nThat I will love you\n\nNow and then\nI miss you\nOh, now and then\nI want you to be there for me\nAlways to return to me\n\nI know it's true\nIt's all because of you\nAnd if you go away\nI know you'll never stay\n\nNow and then\nI miss you\nOh, now and then\nI want you to be there for me\n\nI know it's true\nIt's all because of you\nAnd if I make it through\nIt's all because of you\n\nGood one"", 'source': 'Source: Musixmatch'}"
1083,Mimi's Delivery Service,Good Kid,Rock,"{'lyrics': ""Why do I have to stay here on the ground? It's overrated\nThe cityscape escapes you with a sound, it's delineated\nI waited at the station for an hour, but I won't make it\nYou take off on an updraft by the tower and you overtake it\n\nEvery moon that I see you on the rise\nYou're drawn across the sky\nNow that ink has dried\nAnd I can't tell you why\n\nOh, Mimi, can you tell me there's an issue?\nI've seen it clouded all around you\nI hear you tell me there's an issue you've seen before\nOh, Mimi, can you tell me there's an issue?\nI've seen it clouded all around you\nI hear you tell me there's an issue you've seen before\nAnd I can't tell you why, no, I can't tell you why\n\nWhy do you have to stay here on the ground? It's overrated\nThe cityscape berates you with a sound, it's delineated\nAnd no one here has even learned your name, but they all claim it\nThey saw you land and ran to do the same, but they won't make it\n\nEvery moon that I see you on the rise\nYou're drawn across the sky\nNow that ink has dried\nAnd I can't tell you why\n\nOh, Mimi, can you tell me there's an issue?\nI've seen it clouded all around you\nI hear you tell me there's an issue you've seen before\nOh, Mimi, can you tell me there's an issue?\nI've seen it clouded all around you\nI hear you tell me there's an issue you've seen before\nAnd I can't tell you why\n\n(And I can't tell you why)\n(And I can't tell you why)\n(And I can't tell you why)\n\n(I can't tell you why) tell me there's an issue\n(I can't tell you why) I've seen it clouded all around you\n(I can't tell you why) I hear you tell me there's an issue you've seen before\n(I can't tell you why) oh, Mimi, can you tell me there's an issue?\n(I can't tell you why) I've seen it clouded all around you\n(I can't tell you why) I hear you tell me there's an issue you've seen before\nAnd I can't tell you why, I can't tell you why"", 'source': 'Source: Musixmatch'}"
